date,product_id,units_sold,predicted_demand,prediction_error,absolute_error,discount_percent,selling_price
2025-08-26,P023,8,6.95,1.05,1.05,5,114000.0
2025-08-27,P023,8,7.34,0.66,0.66,5,114000.0
2025-08-28,P023,7,6.99,0.01,0.01,5,114000.0
2025-08-29,P023,7,7.12,-0.12,0.12,0,120000.0
2025-08-30,P023,5,5.1,-0.1,0.1,10,108000.0
2025-08-31,P023,5,5.59,-0.59,0.59,20,96000.0
2025-09-01,P023,6,7.46,-1.46,1.46,0,120000.0
2025-09-02,P023,8,7.03,0.97,0.97,10,108000.0
2025-09-03,P023,5,6.93,-1.93,1.93,5,114000.0
2025-09-04,P023,10,6.94,3.06,3.06,10,108000.0
2025-09-05,P023,7,6.71,0.29,0.29,0,120000.0
2025-09-06,P023,5,5.61,-0.61,0.61,5,114000.0
2025-09-07,P023,7,5.86,1.14,1.14,15,102000.0
2025-09-08,P023,5,7.03,-2.03,2.03,10,108000.0
2025-09-09,P023,8,6.87,1.13,1.13,0,120000.0
2025-09-10,P023,7,7.6,-0.6,0.6,5,114000.0
2025-09-11,P023,9,6.95,2.05,2.05,5,114000.0
2025-09-12,P023,7,7.38,-0.38,0.38,5,114000.0
2025-09-13,P023,6,5.74,0.26,0.26,20,96000.0
2025-09-14,P023,7,5.5,1.5,1.5,0,120000.0
2025-09-15,P023,9,7.61,1.39,1.39,0,120000.0
2025-09-16,P023,6,7.43,-1.43,1.43,5,114000.0
2025-09-17,P023,7,7.49,-0.49,0.49,0,120000.0
2025-09-18,P023,5,7.28,-2.28,2.28,10,108000.0
2025-09-19,P023,7,7.52,-0.52,0.52,15,102000.0
2025-09-20,P023,7,6.29,0.71,0.71,5,114000.0
2025-09-21,P023,5,6.48,-1.48,1.48,0,120000.0
2025-09-22,P023,9,7.37,1.63,1.63,0,120000.0
2025-09-23,P023,8,6.71,1.29,1.29,0,120000.0
2025-09-24,P023,6,6.64,-0.64,0.64,5,114000.0
2025-09-25,P023,6,7.46,-1.46,1.46,15,102000.0
2025-09-26,P023,6,6.91,-0.91,0.91,0,120000.0
2025-09-27,P023,6,5.56,0.44,0.44,20,96000.0
2025-09-28,P023,5,5.52,-0.52,0.52,0,120000.0
2025-09-29,P023,6,6.83,-0.83,0.83,10,108000.0
2025-09-30,P023,8,6.53,1.47,1.47,15,102000.0
2025-10-01,P023,8,9.58,-1.58,1.58,5,114000.0
2025-10-02,P023,10,9.24,0.76,0.76,0,120000.0
2025-10-03,P023,11,9.51,1.49,1.49,10,108000.0
2025-10-04,P023,6,6.06,-0.06,0.06,0,120000.0
2025-10-05,P023,9,6.12,2.88,2.88,15,102000.0
2025-10-06,P023,5,8.72,-3.72,3.72,0,120000.0
2025-10-07,P023,11,9.28,1.72,1.72,0,120000.0
2025-10-08,P023,10,8.78,1.22,1.22,10,108000.0
2025-10-09,P023,8,9.29,-1.29,1.29,5,114000.0
2025-10-10,P023,10,8.66,1.34,1.34,10,108000.0
2025-10-11,P023,6,6.52,-0.52,0.52,0,120000.0
2025-10-12,P023,7,6.72,0.28,0.28,0,120000.0
2025-10-13,P023,12,8.49,3.51,3.51,15,102000.0
2025-10-14,P023,11,8.91,2.09,2.09,20,96000.0
2025-10-15,P023,7,9.03,-2.03,2.03,5,114000.0
2025-10-16,P023,10,8.98,1.02,1.02,15,102000.0
2025-10-17,P023,8,9.5,-1.5,1.5,10,108000.0
2025-10-18,P023,6,6.77,-0.77,0.77,0,120000.0
2025-10-19,P023,6,6.48,-0.48,0.48,5,114000.0
2025-10-20,P023,13,9.52,3.48,3.48,0,120000.0
2025-10-21,P023,8,9.83,-1.83,1.83,0,120000.0
2025-10-22,P023,8,9.2,-1.2,1.2,0,120000.0
2025-10-23,P023,9,8.97,0.03,0.03,20,96000.0
2025-10-24,P023,7,8.66,-1.66,1.66,0,120000.0
2025-10-25,P023,7,7.24,-0.24,0.24,20,96000.0
2025-10-26,P023,7,6.94,0.06,0.06,15,102000.0
2025-10-27,P023,9,9.52,-0.52,0.52,20,96000.0
2025-10-28,P023,10,9.27,0.73,0.73,20,96000.0
2025-10-29,P023,12,8.92,3.08,3.08,5,114000.0
2025-10-30,P023,9,8.97,0.03,0.03,0,120000.0
2025-10-31,P023,7,8.79,-1.79,1.79,0,120000.0
2025-11-01,P023,5,7.7,-2.7,2.7,0,120000.0
2025-11-02,P023,7,7.63,-0.63,0.63,15,102000.0
2025-11-03,P023,8,8.94,-0.94,0.94,10,108000.0
2025-11-04,P023,6,8.66,-2.66,2.66,5,114000.0
2025-11-05,P023,8,8.71,-0.71,0.71,10,108000.0
2025-11-06,P023,10,8.86,1.14,1.14,10,108000.0
2025-11-07,P023,9,9.04,-0.04,0.04,15,102000.0
2025-11-08,P023,6,6.88,-0.88,0.88,10,108000.0
2025-11-09,P023,10,7.31,2.69,2.69,15,102000.0
2025-11-10,P023,9,8.86,0.14,0.14,0,120000.0
2025-11-11,P023,10,8.86,1.14,1.14,0,120000.0
2025-11-12,P023,8,9.1,-1.1,1.1,0,120000.0
2025-11-13,P023,8,8.99,-0.99,0.99,5,114000.0
2025-11-14,P023,11,9.23,1.77,1.77,15,102000.0
2025-11-15,P023,6,6.74,-0.74,0.74,5,114000.0
2025-11-16,P023,9,6.78,2.22,2.22,15,102000.0
2025-11-17,P023,6,9.16,-3.16,3.16,0,120000.0
2025-11-18,P023,6,8.76,-2.76,2.76,10,108000.0
2025-11-19,P023,9,9.25,-0.25,0.25,0,120000.0
2025-11-20,P023,10,9.15,0.85,0.85,5,114000.0
2025-11-21,P023,7,8.68,-1.68,1.68,0,120000.0
2025-11-22,P023,7,7.03,-0.03,0.03,20,96000.0
2025-11-23,P023,9,7.5,1.5,1.5,10,108000.0
2025-11-24,P023,9,9.05,-0.05,0.05,5,114000.0
2025-11-25,P023,13,8.99,4.01,4.01,0,120000.0
2025-11-26,P023,8,9.84,-1.84,1.84,15,102000.0
2025-11-27,P023,6,9.15,-3.15,3.15,15,102000.0
2025-11-28,P023,7,9.54,-2.54,2.54,0,120000.0
2025-11-29,P023,8,6.87,1.13,1.13,10,108000.0
2025-11-30,P023,10,6.62,3.38,3.38,5,114000.0
2025-12-01,P023,10,8.62,1.38,1.38,5,114000.0
2025-12-02,P023,13,9.21,3.79,3.79,10,108000.0
2025-12-03,P023,7,8.96,-1.96,1.96,0,120000.0
2025-12-04,P023,8,9.18,-1.18,1.18,5,114000.0
2025-12-05,P023,11,8.93,2.07,2.07,10,108000.0
2025-12-06,P023,6,7.45,-1.45,1.45,0,120000.0
2025-12-07,P023,9,6.53,2.47,2.47,20,96000.0
2025-12-08,P023,10,8.81,1.19,1.19,10,108000.0
2025-12-09,P023,12,8.54,3.46,3.46,10,108000.0
2025-12-10,P023,9,8.61,0.39,0.39,5,114000.0
2025-12-11,P023,7,8.49,-1.49,1.49,15,102000.0
2025-12-12,P023,11,8.52,2.48,2.48,10,108000.0
2025-12-13,P023,8,7.5,0.5,0.5,5,114000.0
2025-12-14,P023,7,7.56,-0.56,0.56,5,114000.0
2025-12-15,P023,12,9.92,2.08,2.08,0,120000.0
2025-12-16,P023,12,9.01,2.99,2.99,5,114000.0
2025-12-17,P023,11,9.73,1.27,1.27,15,102000.0
2025-12-18,P023,7,9.17,-2.17,2.17,15,102000.0
2025-12-19,P023,10,8.45,1.55,1.55,15,102000.0
2025-12-20,P023,6,7.87,-1.87,1.87,5,114000.0
2025-12-21,P023,6,7.79,-1.79,1.79,0,120000.0
2025-12-22,P023,10,8.84,1.16,1.16,0,120000.0
2025-12-23,P023,9,8.55,0.45,0.45,15,102000.0
2025-12-24,P023,10,8.35,1.65,1.65,10,108000.0
2025-12-25,P023,11,8.77,2.23,2.23,10,108000.0
2025-12-26,P023,11,8.6,2.4,2.4,5,114000.0
2025-12-27,P023,8,7.71,0.29,0.29,5,114000.0
2025-12-28,P023,7,7.6,-0.6,0.6,5,114000.0
2025-12-29,P023,10,9.3,0.7,0.7,0,120000.0
2025-12-30,P023,12,9.45,2.55,2.55,0,120000.0
2025-12-31,P023,9,9.78,-0.78,0.78,10,108000.0
2024-01-31,P024,8,7.38,0.62,0.62,0,72000.0
2024-02-01,P024,8,7.2,0.8,0.8,0,72000.0
2024-02-02,P024,6,6.11,-0.11,0.11,10,64800.0
2024-02-03,P024,6,5.83,0.17,0.17,5,68400.0
2024-02-04,P024,5,5.5,-0.5,0.5,5,68400.0
2024-02-05,P024,7,7.28,-0.28,0.28,0,72000.0
2024-02-06,P024,7,7.3,-0.3,0.3,15,61200.0
2024-02-07,P024,9,7.4,1.6,1.6,0,72000.0
2024-02-08,P024,6,6.91,-0.91,0.91,15,61200.0
2024-02-09,P024,5,6.62,-1.62,1.62,10,64800.0
2024-02-10,P024,4,5.1,-1.1,1.1,0,72000.0
2024-02-11,P024,7,6.19,0.81,0.81,0,72000.0
2024-02-12,P024,8,7.24,0.76,0.76,0,72000.0
2024-02-13,P024,8,7.01,0.99,0.99,5,68400.0
2024-02-14,P024,6,6.81,-0.81,0.81,5,68400.0
2024-02-15,P024,6,6.61,-0.61,0.61,5,68400.0
2024-02-16,P024,6,6.52,-0.52,0.52,5,68400.0
2024-02-17,P024,6,5.52,0.48,0.48,0,72000.0
2024-02-18,P024,4,5.12,-1.12,1.12,5,68400.0
2024-02-19,P024,7,7.03,-0.03,0.03,20,57600.0
2024-02-20,P024,7,7.1,-0.1,0.1,15,61200.0
2024-02-21,P024,7,7.09,-0.09,0.09,0,72000.0
2024-02-22,P024,6,6.87,-0.87,0.87,15,61200.0
2024-02-23,P024,8,6.94,1.06,1.06,0,72000.0
2024-02-24,P024,6,5.49,0.51,0.51,10,64800.0
2024-02-25,P024,5,5.43,-0.43,0.43,5,68400.0
2024-02-26,P024,7,7.25,-0.25,0.25,5,68400.0
2024-02-27,P024,7,6.75,0.25,0.25,5,68400.0
2024-02-28,P024,7,6.87,0.13,0.13,15,61200.0
2024-02-29,P024,6,6.74,-0.74,0.74,15,61200.0
2024-03-01,P024,5,5.93,-0.93,0.93,0,72000.0
2024-03-02,P024,7,6.24,0.76,0.76,15,61200.0
2024-03-03,P024,6,5.77,0.23,0.23,0,72000.0
2024-03-04,P024,8,7.41,0.59,0.59,0,72000.0
2024-03-05,P024,7,6.89,0.11,0.11,10,64800.0
2024-03-06,P024,6,6.89,-0.89,0.89,0,72000.0
2024-03-07,P024,7,7.04,-0.04,0.04,0,72000.0
2024-03-08,P024,8,7.36,0.64,0.64,5,68400.0
2024-03-09,P024,6,5.46,0.54,0.54,0,72000.0
2024-03-10,P024,5,5.33,-0.33,0.33,5,68400.0
2024-03-11,P024,6,6.96,-0.96,0.96,20,57600.0
2024-03-12,P024,7,7.15,-0.15,0.15,20,57600.0
2024-03-13,P024,9,7.27,1.73,1.73,10,64800.0
2024-03-14,P024,6,7.0,-1.0,1.0,5,68400.0
2024-03-15,P024,5,6.4,-1.4,1.4,10,64800.0
2024-03-16,P024,5,5.32,-0.32,0.32,5,68400.0
2024-03-17,P024,5,5.32,-0.32,0.32,5,68400.0
2024-03-18,P024,9,7.49,1.51,1.51,10,64800.0
2024-03-19,P024,7,6.99,0.01,0.01,5,68400.0
2024-03-20,P024,6,6.87,-0.87,0.87,5,68400.0
2024-03-21,P024,7,7.16,-0.16,0.16,0,72000.0
2024-03-22,P024,7,7.0,0.0,0.0,0,72000.0
2024-03-23,P024,4,4.96,-0.96,0.96,0,72000.0
2024-03-24,P024,7,6.05,0.95,0.95,0,72000.0
2024-03-25,P024,6,6.69,-0.69,0.69,15,61200.0
2024-03-26,P024,7,6.9,0.1,0.1,0,72000.0
2024-03-27,P024,4,6.68,-2.68,2.68,10,64800.0
2024-03-28,P024,6,6.71,-0.71,0.71,15,61200.0
2024-03-29,P024,6,6.82,-0.82,0.82,0,72000.0
2024-03-30,P024,5,5.08,-0.08,0.08,0,72000.0
2024-03-31,P024,6,5.54,0.46,0.46,10,64800.0
2024-04-01,P024,5,6.13,-1.13,1.13,0,72000.0
2024-04-02,P024,6,6.24,-0.24,0.24,5,68400.0
2024-04-03,P024,7,6.49,0.51,0.51,20,57600.0
2024-04-04,P024,4,5.79,-1.79,1.79,5,68400.0
2024-04-05,P024,5,5.89,-0.89,0.89,15,61200.0
2024-04-06,P024,6,5.27,0.73,0.73,15,61200.0
2024-04-07,P024,2,3.28,-1.28,1.28,15,61200.0
2024-04-08,P024,6,6.24,-0.24,0.24,0,72000.0
2024-04-09,P024,8,7.31,0.69,0.69,0,72000.0
2024-04-10,P024,8,7.27,0.73,0.73,5,68400.0
2024-04-11,P024,7,6.59,0.41,0.41,15,61200.0
2024-04-12,P024,5,5.79,-0.79,0.79,0,72000.0
2024-04-13,P024,6,5.47,0.53,0.53,5,68400.0
2024-04-14,P024,4,4.22,-0.22,0.22,5,68400.0
2024-04-15,P024,7,6.23,0.77,0.77,20,57600.0
2024-04-16,P024,7,6.71,0.29,0.29,5,68400.0
2024-04-17,P024,7,6.36,0.64,0.64,0,72000.0
2024-04-18,P024,6,6.19,-0.19,0.19,20,57600.0
2024-04-19,P024,5,5.93,-0.93,0.93,10,64800.0
2024-04-20,P024,5,5.01,-0.01,0.01,15,61200.0
2024-04-21,P024,5,4.99,0.01,0.01,0,72000.0
2024-04-22,P024,6,5.95,0.05,0.05,0,72000.0
2024-04-23,P024,5,5.71,-0.71,0.71,5,68400.0
2024-04-24,P024,6,5.92,0.08,0.08,20,57600.0
2024-04-25,P024,8,7.27,0.73,0.73,20,57600.0
2024-04-26,P024,8,6.59,1.41,1.41,10,64800.0
2024-04-27,P024,4,4.2,-0.2,0.2,5,68400.0
2024-04-28,P024,4,4.33,-0.33,0.33,10,64800.0
2024-04-29,P024,6,5.6,0.4,0.4,10,64800.0
2024-04-30,P024,6,5.76,0.24,0.24,10,64800.0
2024-05-01,P024,6,6.07,-0.07,0.07,10,64800.0
2024-05-02,P024,7,6.23,0.77,0.77,0,72000.0
2024-05-03,P024,4,5.5,-1.5,1.5,15,61200.0
2024-05-04,P024,6,5.48,0.52,0.52,5,68400.0
2024-05-05,P024,4,4.45,-0.45,0.45,0,72000.0
2024-05-06,P024,7,6.3,0.7,0.7,20,57600.0
2024-05-07,P024,7,6.34,0.66,0.66,15,61200.0
2024-05-08,P024,8,6.74,1.26,1.26,10,64800.0
2024-05-09,P024,7,6.58,0.42,0.42,5,68400.0
2024-05-10,P024,5,6.02,-1.02,1.02,0,72000.0
2024-05-11,P024,6,5.37,0.63,0.63,15,61200.0
2024-05-12,P024,4,4.28,-0.28,0.28,15,61200.0
2024-05-13,P024,5,5.63,-0.63,0.63,15,61200.0
2024-05-14,P024,5,5.81,-0.81,0.81,15,61200.0
2024-05-15,P024,5,5.75,-0.75,0.75,5,68400.0
2024-05-16,P024,5,5.89,-0.89,0.89,0,72000.0
2024-05-17,P024,5,5.7,-0.7,0.7,10,64800.0
2024-05-18,P024,4,4.63,-0.63,0.63,0,72000.0
2024-05-19,P024,6,5.18,0.82,0.82,10,64800.0
2024-05-20,P024,8,7.16,0.84,0.84,10,64800.0
2024-05-21,P024,7,6.93,0.07,0.07,15,61200.0
2024-05-22,P024,9,6.55,2.45,2.45,10,64800.0
2024-05-23,P024,6,6.17,-0.17,0.17,0,72000.0
2024-05-24,P024,5,5.88,-0.88,0.88,15,61200.0
2024-05-25,P024,5,5.03,-0.03,0.03,0,72000.0
2024-05-26,P024,5,5.12,-0.12,0.12,20,57600.0
2024-05-27,P024,7,6.35,0.65,0.65,5,68400.0
2024-05-28,P024,5,5.7,-0.7,0.7,5,68400.0
2024-05-29,P024,7,5.97,1.03,1.03,5,68400.0
2024-05-30,P024,4,5.43,-1.43,1.43,10,64800.0
2024-05-31,P024,6,6.4,-0.4,0.4,5,68400.0
2024-06-01,P024,6,5.52,0.48,0.48,0,72000.0
2024-06-02,P024,4,4.4,-0.4,0.4,10,64800.0
2024-06-03,P024,7,6.39,0.61,0.61,5,68400.0
2024-06-04,P024,6,6.07,-0.07,0.07,5,68400.0
2024-06-05,P024,6,6.18,-0.18,0.18,0,72000.0
2024-06-06,P024,7,6.45,0.55,0.55,0,72000.0
2024-06-07,P024,6,5.96,0.04,0.04,10,64800.0
2024-06-08,P024,5,5.12,-0.12,0.12,5,68400.0
2024-06-09,P024,5,5.13,-0.13,0.13,10,64800.0
2024-06-10,P024,8,6.42,1.58,1.58,5,68400.0
2024-06-11,P024,6,6.25,-0.25,0.25,0,72000.0
2024-06-12,P024,6,6.21,-0.21,0.21,20,57600.0
2024-06-13,P024,5,6.24,-1.24,1.24,5,68400.0
2024-06-14,P024,6,6.04,-0.04,0.04,5,68400.0
2024-06-15,P024,2,3.6,-1.6,1.6,15,61200.0
2024-06-16,P024,2,2.63,-0.63,0.63,0,72000.0
2024-06-17,P024,7,6.63,0.37,0.37,10,64800.0
2024-06-18,P024,6,6.11,-0.11,0.11,0,72000.0
2024-06-19,P024,5,5.75,-0.75,0.75,10,64800.0
2024-06-20,P024,7,6.51,0.49,0.49,5,68400.0
2024-06-21,P024,7,6.54,0.46,0.46,0,72000.0
2024-06-22,P024,5,4.87,0.13,0.13,5,68400.0
2024-06-23,P024,4,4.28,-0.28,0.28,10,64800.0
2024-06-24,P024,7,6.02,0.98,0.98,20,57600.0
2024-06-25,P024,6,5.93,0.07,0.07,10,64800.0
2024-06-26,P024,6,5.85,0.15,0.15,0,72000.0
2024-06-27,P024,6,5.92,0.08,0.08,15,61200.0
2024-06-28,P024,4,5.41,-1.41,1.41,0,72000.0
2024-06-29,P024,2,3.42,-1.42,1.42,20,57600.0
2024-06-30,P024,4,3.67,0.33,0.33,5,68400.0
2024-07-01,P024,6,6.11,-0.11,0.11,0,72000.0
2024-07-02,P024,8,7.05,0.95,0.95,0,72000.0
2024-07-03,P024,5,5.85,-0.85,0.85,0,72000.0
2024-07-04,P024,4,5.17,-1.17,1.17,0,72000.0
2024-07-05,P024,6,5.85,0.15,0.15,0,72000.0
2024-07-06,P024,6,5.72,0.28,0.28,0,72000.0
2024-07-07,P024,6,5.64,0.36,0.36,10,64800.0
2024-07-08,P024,6,6.45,-0.45,0.45,5,68400.0
2024-07-09,P024,8,7.07,0.93,0.93,15,61200.0
2024-07-10,P024,7,6.5,0.5,0.5,5,68400.0
2024-07-11,P024,8,7.07,0.93,0.93,0,72000.0
2024-07-12,P024,5,5.91,-0.91,0.91,5,68400.0
2024-07-13,P024,4,4.63,-0.63,0.63,0,72000.0
2024-07-14,P024,5,5.1,-0.1,0.1,0,72000.0
2024-07-15,P024,5,5.52,-0.52,0.52,20,57600.0
2024-07-16,P024,5,5.55,-0.55,0.55,5,68400.0
2024-07-17,P024,6,5.96,0.04,0.04,20,57600.0
2024-07-18,P024,6,6.18,-0.18,0.18,10,64800.0
2024-07-19,P024,6,6.39,-0.39,0.39,0,72000.0
2024-07-20,P024,6,5.6,0.4,0.4,0,72000.0
2024-07-21,P024,5,5.23,-0.23,0.23,20,57600.0
2024-07-22,P024,5,5.68,-0.68,0.68,5,68400.0
2024-07-23,P024,6,5.67,0.33,0.33,5,68400.0
2024-07-24,P024,5,6.03,-1.03,1.03,10,64800.0
2024-07-25,P024,7,6.23,0.77,0.77,5,68400.0
2024-07-26,P024,8,6.79,1.21,1.21,5,68400.0
2024-07-27,P024,6,6.05,-0.05,0.05,10,64800.0
2024-07-28,P024,7,6.1,0.9,0.9,20,57600.0
2024-07-29,P024,5,5.85,-0.85,0.85,10,64800.0
2024-07-30,P024,6,6.1,-0.1,0.1,5,68400.0
2024-07-31,P024,6,6.24,-0.24,0.24,10,64800.0
2024-08-01,P024,6,6.3,-0.3,0.3,10,64800.0
2024-08-02,P024,4,5.41,-1.41,1.41,0,72000.0
2024-08-03,P024,4,4.57,-0.57,0.57,5,68400.0
2024-08-04,P024,5,5.02,-0.02,0.02,20,57600.0
2024-08-05,P024,8,7.38,0.62,0.62,0,72000.0
2024-08-06,P024,5,6.03,-1.03,1.03,5,68400.0
2024-08-07,P024,8,7.45,0.55,0.55,5,68400.0
2024-08-08,P024,8,6.81,1.19,1.19,5,68400.0
2024-08-09,P024,5,6.12,-1.12,1.12,0,72000.0
2024-08-10,P024,5,5.19,-0.19,0.19,0,72000.0
2024-08-11,P024,6,5.38,0.62,0.62,0,72000.0
2024-08-12,P024,8,7.17,0.83,0.83,5,68400.0
2024-08-13,P024,6,6.88,-0.88,0.88,5,68400.0
2024-08-14,P024,8,7.47,0.53,0.53,0,72000.0
2024-08-15,P024,7,6.95,0.05,0.05,5,68400.0
2024-08-16,P024,6,6.59,-0.59,0.59,20,57600.0
2024-08-17,P024,5,5.07,-0.07,0.07,10,64800.0
2024-08-18,P024,4,4.69,-0.69,0.69,5,68400.0
2024-08-19,P024,4,5.92,-1.92,1.92,0,72000.0
2024-08-20,P024,6,6.45,-0.45,0.45,5,68400.0
2024-08-21,P024,9,7.74,1.26,1.26,5,68400.0
2024-08-22,P024,7,6.82,0.18,0.18,0,72000.0
2024-08-23,P024,5,6.5,-1.5,1.5,0,72000.0
2024-08-24,P024,4,5.0,-1.0,1.0,10,64800.0
2024-08-25,P024,7,6.14,0.86,0.86,10,64800.0
2024-08-26,P024,7,6.66,0.34,0.34,10,64800.0
2024-08-27,P024,6,6.37,-0.37,0.37,0,72000.0
2024-08-28,P024,5,6.28,-1.28,1.28,5,68400.0
2024-08-29,P024,6,6.24,-0.24,0.24,5,68400.0
2024-08-30,P024,7,6.54,0.46,0.46,5,68400.0
2024-08-31,P024,3,4.15,-1.15,1.15,0,72000.0
2024-09-01,P024,4,4.21,-0.21,0.21,15,61200.0
2024-09-02,P024,7,6.55,0.45,0.45,0,72000.0
2024-09-03,P024,5,6.38,-1.38,1.38,5,68400.0
2024-09-04,P024,7,6.86,0.14,0.14,0,72000.0
2024-09-05,P024,8,6.91,1.09,1.09,0,72000.0
2024-09-06,P024,6,6.46,-0.46,0.46,5,68400.0
2024-09-07,P024,4,4.7,-0.7,0.7,20,57600.0
2024-09-08,P024,5,4.98,0.02,0.02,10,64800.0
2024-09-09,P024,6,6.37,-0.37,0.37,0,72000.0
2024-09-10,P024,7,6.73,0.27,0.27,10,64800.0
2024-09-11,P024,7,6.74,0.26,0.26,15,61200.0
2024-09-12,P024,8,7.24,0.76,0.76,15,61200.0
2024-09-13,P024,4,5.85,-1.85,1.85,20,57600.0
2024-09-14,P024,6,5.69,0.31,0.31,0,72000.0
2024-09-15,P024,5,5.13,-0.13,0.13,10,64800.0
2024-09-16,P024,8,7.21,0.79,0.79,15,61200.0
2024-09-17,P024,8,7.21,0.79,0.79,0,72000.0
2024-09-18,P024,7,6.95,0.05,0.05,0,72000.0
2024-09-19,P024,6,6.72,-0.72,0.72,5,68400.0
2024-09-20,P024,7,6.71,0.29,0.29,20,57600.0
2024-09-21,P024,6,5.7,0.3,0.3,15,61200.0
2024-09-22,P024,6,5.38,0.62,0.62,10,64800.0
2024-09-23,P024,7,7.07,-0.07,0.07,0,72000.0
2024-09-24,P024,5,6.26,-1.26,1.26,5,68400.0
2024-09-25,P024,8,6.98,1.02,1.02,5,68400.0
2024-09-26,P024,7,6.79,0.21,0.21,5,68400.0
2024-09-27,P024,6,6.45,-0.45,0.45,20,57600.0
2024-09-28,P024,5,5.02,-0.02,0.02,5,68400.0
2024-09-29,P024,5,5.27,-0.27,0.27,5,68400.0
2024-09-30,P024,6,6.56,-0.56,0.56,5,68400.0
2024-10-01,P024,8,8.3,-0.3,0.3,20,57600.0
2024-10-02,P024,9,9.11,-0.11,0.11,0,72000.0
2024-10-03,P024,8,8.61,-0.61,0.61,0,72000.0
2024-10-04,P024,7,7.79,-0.79,0.79,0,72000.0
2024-10-05,P024,6,5.93,0.07,0.07,15,61200.0
2024-10-06,P024,7,6.2,0.8,0.8,10,64800.0
2024-10-07,P024,7,7.53,-0.53,0.53,0,72000.0
2024-10-08,P024,10,9.55,0.45,0.45,0,72000.0
2024-10-09,P024,8,8.56,-0.56,0.56,10,64800.0
2024-10-10,P024,7,7.86,-0.86,0.86,15,61200.0
2024-10-11,P024,8,8.21,-0.21,0.21,20,57600.0
2024-10-12,P024,7,6.64,0.36,0.36,15,61200.0
2024-10-13,P024,6,6.22,-0.22,0.22,5,68400.0
2024-10-14,P024,8,8.14,-0.14,0.14,10,64800.0
2024-10-15,P024,8,8.12,-0.12,0.12,15,61200.0
2024-10-16,P024,7,8.2,-1.2,1.2,0,72000.0
2024-10-17,P024,8,8.58,-0.58,0.58,15,61200.0
2024-10-18,P024,10,9.07,0.93,0.93,0,72000.0
2024-10-19,P024,6,6.09,-0.09,0.09,10,64800.0
2024-10-20,P024,7,6.96,0.04,0.04,10,64800.0
2024-10-21,P024,10,9.45,0.55,0.55,0,72000.0
2024-10-22,P024,9,8.83,0.17,0.17,10,64800.0
2024-10-23,P024,7,8.06,-1.06,1.06,15,61200.0
2024-10-24,P024,9,8.94,0.06,0.06,5,68400.0
2024-10-25,P024,7,8.03,-1.03,1.03,0,72000.0
2024-10-26,P024,8,6.78,1.22,1.22,10,64800.0
2024-10-27,P024,4,5.12,-1.12,1.12,10,64800.0
2024-10-28,P024,9,8.63,0.37,0.37,20,57600.0
2024-10-29,P024,9,8.96,0.04,0.04,0,72000.0
2024-10-30,P024,9,9.05,-0.05,0.05,5,68400.0
2024-10-31,P024,6,7.52,-1.52,1.52,5,68400.0
2024-11-01,P024,9,9.45,-0.45,0.45,10,64800.0
2024-11-02,P024,6,6.62,-0.62,0.62,20,57600.0
2024-11-03,P024,7,7.16,-0.16,0.16,5,68400.0
2024-11-04,P024,10,9.03,0.97,0.97,10,64800.0
2024-11-05,P024,8,8.49,-0.49,0.49,10,64800.0
2024-11-06,P024,8,8.47,-0.47,0.47,10,64800.0
2024-11-07,P024,7,8.19,-1.19,1.19,0,72000.0
2024-11-08,P024,9,8.56,0.44,0.44,0,72000.0
2024-11-09,P024,9,7.68,1.32,1.32,20,57600.0
2024-11-10,P024,5,6.3,-1.3,1.3,10,64800.0
2024-11-11,P024,8,8.4,-0.4,0.4,10,64800.0
2024-11-12,P024,8,8.49,-0.49,0.49,0,72000.0
2024-11-13,P024,9,8.69,0.31,0.31,15,61200.0
2024-11-14,P024,10,8.82,1.18,1.18,5,68400.0
2024-11-15,P024,6,7.7,-1.7,1.7,0,72000.0
2024-11-16,P024,8,7.39,0.61,0.61,0,72000.0
2024-11-17,P024,7,6.95,0.05,0.05,0,72000.0
2024-11-18,P024,8,8.49,-0.49,0.49,5,68400.0
2024-11-19,P024,9,8.62,0.38,0.38,5,68400.0
2024-11-20,P024,9,8.78,0.22,0.22,0,72000.0
2024-11-21,P024,8,8.6,-0.6,0.6,5,68400.0
2024-11-22,P024,7,8.1,-1.1,1.1,0,72000.0
2024-11-23,P024,6,6.73,-0.73,0.73,0,72000.0
2024-11-24,P024,8,7.21,0.79,0.79,10,64800.0
2024-11-25,P024,10,9.12,0.88,0.88,0,72000.0
2024-11-26,P024,7,7.99,-0.99,0.99,0,72000.0
2024-11-27,P024,7,8.39,-1.39,1.39,5,68400.0
2024-11-28,P024,10,8.99,1.01,1.01,0,72000.0
2024-11-29,P024,9,8.74,0.26,0.26,0,72000.0
2024-11-30,P024,8,7.38,0.62,0.62,10,64800.0
2024-12-01,P024,9,8.14,0.86,0.86,15,61200.0
2024-12-02,P024,8,8.45,-0.45,0.45,20,57600.0
2024-12-03,P024,9,8.75,0.25,0.25,5,68400.0
2024-12-04,P024,9,9.09,-0.09,0.09,5,68400.0
2024-12-05,P024,9,9.3,-0.3,0.3,0,72000.0
2024-12-06,P024,11,9.31,1.69,1.69,0,72000.0
2024-12-07,P024,7,7.07,-0.07,0.07,15,61200.0
2024-12-08,P024,3,5.54,-2.54,2.54,10,64800.0
2024-12-09,P024,10,9.65,0.35,0.35,5,68400.0
